"Time";"Server";"CI";"Type";"Build";"PR";"Test"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmLeaveOnPendingJoin"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmLeaveRemovesContainer"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmListNodes"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmManagerRestore"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmNodeDrainPause"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmNodeRemove"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmNodeUpdate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmPromoteDemote"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmRaftQuorum"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmRestartCluster"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmRestoreOnPendingJoin"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmScaleNoRollingUpdate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmServiceConstraintLabel"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmServiceConstraintRole"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmServicePlacementPrefs"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmServicesCreate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmServicesCreateGlobal"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmServicesEmptyList"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmServicesFailedUpdate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmServicesMultipleAgents"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmServicesUpdate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmServicesUpdateStartFirst"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmServicesUpdateWithName"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestAPISwarmUnlockNotLocked"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestDNSConfig"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestDNSConfigUpdate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestExtraHosts"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestNetworkInspectWithDuplicateNames"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestOverlayAttachable"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestOverlayAttachableOnSwarmLeave"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestOverlayAttachableReleaseResourcesOnFailure"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestPsListContainersFilterIsTask"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmAlternateLockUnlock"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmClusterEventsConfig"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmClusterEventsNetwork"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmClusterEventsNode"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmClusterEventsScope"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmClusterEventsSecret"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmClusterEventsService"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmClusterEventsSource"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmClusterEventsType"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmClusterRotateUnlockKey"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmContainerAttachByNetworkId"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmContainerAutoStart"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmContainerEndpointOptions"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmCreateServiceWithNoIngressNetwork"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmIncompatibleDaemon"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmIngressNetwork"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmInit"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmInitLocked"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmInitUnspecifiedAdvertiseAddr"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmInitUnspecifiedDataPathAddr"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmInitWithDrain"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmJoinLeave"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmJoinPromoteLocked"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmJoinWithDrain"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmLeaveLocked"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmLockUnlockCluster"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmManagerAddress"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmNetworkCreateDup"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmNetworkCreateIssue27866"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmNetworkIPAMOptions"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmNodeListFilter"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmNodeTaskListFilter"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmPublishAdd"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmPublishDuplicatePorts"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmRepeatedRootRotation"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmRotateUnlockKey"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmServiceEnvFile"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmServiceListFilter"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmServiceLsFilterMode"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmServiceNetworkUpdate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmServiceTTY"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmServiceTTYUpdate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmServiceTemplatingHostname"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmServiceWithGroup"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmTaskListFilter"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestSwarmUpdate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestUnlockEngineAndUnlockedSwarm"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"920";"38432";"TestUpdateSwarmAddExternalCA"
"10.57";"azure-windows-rs5-3";"rs5";"integration";"920";"38432";"Test"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPIDuplicateNetworks"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPINetworkInspectWithScope"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPIServiceUpdatePort"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmCAHash"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmErrorHandling"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmForceNewCluster"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmInit"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmInvalidAddress"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmJoinToken"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmLeaderElection"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmLeaderProxy"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmLeaveOnPendingJoin"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmLeaveRemovesContainer"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmListNodes"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmManagerRestore"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmNodeDrainPause"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmNodeRemove"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmNodeUpdate"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmPromoteDemote"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmRaftQuorum"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmRestartCluster"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmRestoreOnPendingJoin"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmScaleNoRollingUpdate"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmServiceConstraintLabel"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmServiceConstraintRole"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmServicePlacementPrefs"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmServicesCreate"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmServicesCreateGlobal"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmServicesEmptyList"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmServicesFailedUpdate"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmServicesMultipleAgents"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmServicesUpdate"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmServicesUpdateStartFirst"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmServicesUpdateWithName"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestAPISwarmUnlockNotLocked"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestDNSConfig"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestDNSConfigUpdate"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestExtraHosts"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestNetworkInspectWithDuplicateNames"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestOverlayAttachable"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestOverlayAttachableOnSwarmLeave"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestOverlayAttachableReleaseResourcesOnFailure"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestPsListContainersFilterIsTask"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmAlternateLockUnlock"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmClusterEventsConfig"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmClusterEventsNetwork"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmClusterEventsNode"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmClusterEventsScope"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmClusterEventsSecret"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmClusterEventsService"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmClusterEventsSource"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmClusterEventsType"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmClusterRotateUnlockKey"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmContainerAttachByNetworkId"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmContainerAutoStart"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmContainerEndpointOptions"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmCreateServiceWithNoIngressNetwork"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmIncompatibleDaemon"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmIngressNetwork"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmInit"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmInitLocked"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmInitUnspecifiedAdvertiseAddr"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmInitUnspecifiedDataPathAddr"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmInitWithDrain"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmJoinLeave"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmJoinPromoteLocked"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmJoinWithDrain"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmLeaveLocked"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmLockUnlockCluster"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmManagerAddress"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmNetworkCreateDup"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmNetworkCreateIssue27866"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmNetworkIPAMOptions"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmNodeListFilter"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmNodeTaskListFilter"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmPublishAdd"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmPublishDuplicatePorts"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmRepeatedRootRotation"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmRotateUnlockKey"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmServiceEnvFile"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmServiceListFilter"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmServiceLsFilterMode"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmServiceNetworkUpdate"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmServiceTTY"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmServiceTTYUpdate"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmServiceTemplatingHostname"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmServiceWithGroup"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmTaskListFilter"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestSwarmUpdate"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestUnlockEngineAndUnlockedSwarm"
"";"azure-windows-rs5-2";"rs5";"integration-cli";"924";"38432";"TestUpdateSwarmAddExternalCA"
"2.53";"azure-windows-rs5-2";"rs5";"integration";"924";"38432";"Test"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPIDuplicateNetworks"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPINetworkInspectWithScope"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPIServiceUpdatePort"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmCAHash"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmErrorHandling"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmForceNewCluster"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmInit"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmInvalidAddress"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmJoinToken"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmLeaderElection"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmLeaderProxy"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmLeaveOnPendingJoin"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmLeaveRemovesContainer"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmListNodes"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmManagerRestore"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmNodeDrainPause"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmNodeRemove"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmNodeUpdate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmPromoteDemote"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmRaftQuorum"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmRestartCluster"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmRestoreOnPendingJoin"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmScaleNoRollingUpdate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmServiceConstraintLabel"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmServiceConstraintRole"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmServicePlacementPrefs"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmServicesCreate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmServicesCreateGlobal"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmServicesEmptyList"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmServicesFailedUpdate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmServicesMultipleAgents"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmServicesUpdate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmServicesUpdateStartFirst"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmServicesUpdateWithName"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestAPISwarmUnlockNotLocked"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestDNSConfig"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestDNSConfigUpdate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestExtraHosts"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestNetworkInspectWithDuplicateNames"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestOverlayAttachable"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestOverlayAttachableOnSwarmLeave"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestOverlayAttachableReleaseResourcesOnFailure"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestPsListContainersFilterIsTask"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestSwarmAlternateLockUnlock"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestSwarmClusterEventsConfig"
